,Tweets,class
4534,السيد حسن نصرالله يشيد بكلمة الوزير جبران باسيل في القمة الاقتصادية,0
4535,ههههههه خراس و خريها ههههههههه كلب اسود,1
4536,لهجة شاوية فصحى,1
4537,كلهم من حزب الشيطان الله لايكثرهم ,1
4538,خلهم ثنين,0
4539,ما ضاع حق وراءه مطالب ,0
4540,لو مواطن عادي بنى خيمة قرميد ليستر عائلته لتحركة كل اجهزة الدولة وعندما تنهب مافيا السلطة الاملاك العامة لا تحرك  ,0
4541,عثمان يحمي الفاسدين في قوى الامن مما يجعله شريكهم ,0
4542,يبدو أن أسيادك في دمشق يؤلمهم الخازوق القطري ومنزعجين من الموقف اللبناني الرسمي مما يفسر ارتفاع حدة صراخك ,2
4543,"حسب معرفتي بالوزير جبران باسيل ، انا على يقين بانه يقوم بأي شيء يخدم مصلحة لبنان بما في ذلك زيارة سوريا اذا اقتضى الامر خ…",0
4544,كل لبناني ملعون والدين لا يحق له الجلوس ب ارض الحرمين لانه واطي وابن ست وستين كلب,1
4545,وبما انك طلعتي تابعة لحزب روحي حاسبي جبران باسيل والفساد والسرقات ,0
4546,إنتي بالنسبة إلك الثورة زوجة الثور بس هلقد ,0
4547,شو رايك تحلوا عنا وخلولنا هل وطن؟ ,0
4548,"لأسباب كتيرة ، جبران باسيل الأفضل بين المرشحين",0
4549,طيب كول هوا      ,2
4550,الدكتور فياض تغريداته أصبحت تُشبه تغريدات أدرعي عن الوزير جبران باسيل بمعنى الحكي السخيف الذي لا يستند إلى المنط,0
4551,ما ناقشة جاهلاً إلا وغلّبني ,0
4552,معنا عميل جديد لآل حداد ايوا اتفضلي تابعي,0
4553,لازم نشوف حل مع جبران باسيل وحياتك انتا رئيس وما حدا رح ياخودو منك بس مو لهالدرجة الانبطاح خلي عندك إنسانية,0
4554,فيك تقلنا مين قتل وسام الحسن يا كنز المعلومات انت,0
4555,عبالي صاروخ بعلبك,0
4556,صدق وهو كذوب انت اكبر ارهابي و منافق ,2
4557,"جبران باسيل هو الرئيس الظل في عهد الرئيس ميشال عون، لذلك بعد انتهاء ولايته نكون كأننا جربنا جبران باسيل في ا…",0
4558,صاحب القصيدة شريك القرضاوي وحافظ القرآن وإمام الحرم ,0
4559,إنها مدرسة الوفاء   مدرسة ميشال عون   تحية الى السيّد   سيّد الصدق والأخلاق والشرف والى حامل الامانة جبران باسيل وما ,0
4560,كم انت كبير ,0
4561,لازم جائزة نوبل للكيميا ياخدها دكتاتور البعث الفاشي,0
4562,لو عنده كرامة طمر حاله بالتراب مجرم ,2
4563,وليد جنبلاط بيشه عوينات ستي  ,0
4564,وقت جبران ما ب كفّي لبنان,0
4565,شو هالزمن يللي خلا مياومو الإعلام يقيموا انسان شاغل الكون متل جبران باسيل,0
4566,على اساس ابوك وابو اشرف يا بلا شرف تفه على هيك بلد جامعنا مع زبالة البشر,2
4567,تفضلوا هاي عيّنة من الظلم يلي خلفوا جبران باسيل والتيار البرتقالي ها نتيجة سكوتنا,0
4568,الموت ل وفاء كيلاني طعمرك الهي خطافة الرجالة,2
4569,الصحفيين القريبين من المقاومة وانت منهم بتشوفوا الوزير جبران باسيل من منظار واحد ووحيد مدافع,0
4570,وصف حاله هو من يوزع الاتهامات ,0
4571,هيدول النازحين شو طينتهن يرجعوا ع بلدهن ولك يرحموا انفسهن ويرحمونا العمى بقلوبهن شي بيجنن,1
4572,نحترم كل المشايخ الاجلاء ولكن انت مين بعد بيحترمك على لعب دورك الفتناوي داخل الطائفه وشكرا ,0
4573,وشو خص سعد يا مثقفة انتي,0
4574,تونس عظيمة,0
4575,ما في حظوظ للاتباع الرئيس لازم يكون قوي في بيئته جبران باسيل ما عندو منافس,0
4576,يا عمي هيدا الزلمي جاهل,2
4577,ولله لو عملتوها ع سكايب وبلا هالبلبوشة,0
4578,كيف سيحاسبه وعثمان موظف لدى معلمهم الكبير وينفذ أوامره ,0
4579,بس حابب شوف كلاب العونية كيف راح يكون تعليقهم على وزير الصحة بس اكيد راحً  يطم رؤوسهم بالوحل,1
4580,عماد عثمان منو قاريك خليك عم بتعوي من اليوم لبكرا ,2
4581,انت روح عا وطن جديد ولا يهمك بندبر حالنا ,0
4582,انت ما بتستحق الرد يا زبالة انقبر روح من وجي,2
4583,نحتاج الى وطن جديد مع شعب جديد اضافة إلى نظام جديد,0
4584,هل يجوز أن يتوظفوا قبلنا ونحنا من سنتين ناجحين وممنوع علينا نتوظف بسبب طائفتنا ,0
4585,انت مهبول نسيت جبران باسيل ونبيه بري لتذكر ميشال سليمان,2
4586,اذا قالتلك أولاً مش طايقتك   شو إلو لزوم تانيا,0
4587,وهيدا اللي بدنا اياه الاستثمار مش حسنة شكراً ميشال عون و جبران باسيل رديتوا لنا كرامتنا,0
4588,"لي بيعرفني بيعرف إنه هالجملة قايلها ألف مرة بكتير مناقشات، وهلأ قالها السيّد",0
4589,ما نايكن الا جبران باسيل عن جديد منا وجر,2
4590,الاعيبكم واضحة يا اوساخ يا مندسين يا منفقين يا متنكرين يا مرتزقة يا انتم مو نحن الارتزاق صفة اللي ما فيهم لا شرف و لا كرامة اعرف منو هههههههههههههههه,2
4591,لو كنا فعلا في دولة لما حصلت غزوة الجاهلية ,0
4592,سد حلقك يا ندوم,2
4593,يلا منيح كل ما زادو الطباخين بتحترق الطبخة والمنطقة ويلااااا,0
4594,هذا ليس الكلاب من كلاب إيران وحزب الشيطان ,1
4595,مش دفاعاً عن جبران باسيل بس كان لازم تحط المقطع عالقليلة بعد جملتين بعد هالكلمة لنفهم شو قال بدقة,0
4596,وما تنسى انو الشيخ نعيم حسن هو الشيخ العقل المعترف به من الدولة ومن الحكومة ومن الزعيم وليد بيك جنبلاط ,0
4597,قائدنا لا مثيل له الله يحميه ,0
4598,انت لازمك حكيم بيطري ليعرف وجعك ههههه حرام العماد عثمان عاملة عقدة ,2
4599,سامي الجميل تاج راسك يا عميل إيراني,0
4600,وسام الحسن كان رجلا الله يرحمه صار بديار الحق بس شو منشان زهير الصديق و شهود الزور ,0
4601,يالله ولاك كلب عالحظيرة انتهت مهمتك,2
4602,اين مهنيتك يا أصلع يا عبد المال شكرا لحقدك المدفون تفه على مارسال غانم,1
4603,شو بدك بأسمي أحترمي حالك وأحترمي ديننا الشريف وتوقفي عن الكذب وقلب الحقائق والتغطيه على من نكث بد… ,0
4604,عوي ياحمار ,2
4605,دخلك انت مش مطلوب عالقضاء,0
4606,حملي سلاحك قصدي سكربينتك ونزلي عالمعركة,0
4607,و لماذا لم تغردي و يبقى احلى التواريخ جانفي لان ذلك هو التاريخ الحقيقي للثورة و للديمقراطية,0
4608,قذر مقرف حقير سافلة أقل مايقال عم مارسيل غانم,2
4609,قانون طائفي مفصل على قياس الطوائف هو الذي انتج ضباط الأمر الواقع على شاكلة عماد عثمان     ,0
4610,شو استفدنا من هاي التغريدة وين منصرفها؟ ,0
4611,شو صرت سعودي او اماراتي؟ انا بقول اماراتي بما ان بتضلك هونيك بدي مال و عليتك رايحة جايي على دبي ,0
4612,لكل منا رأيه شكرا لكم ,0
4613,يا حاقد ع الاسلام السياسي,2
4614,مين اللي جزمه يا ابن الجزمه يا رخيص يا مهزء ,2
4615,طيب نحكي منطق معقول الشيخ نعيم حسن يقول على الملأ نؤيد سياسة وليد جنبلاط؟ معقول,0
4616,"اباقاش تسكت وله ، اسكت يا قرد العقاب لوهاب وهاب قاتل ابو دياب ",2
4617,أداء مهين لوزير الخارجية جبران باسيل,0
4618,سمعني لعنة روحه يلا يا علوي فشرت تكون سني,1
4619,الكلب المتلك بيحب يحس حالو ضيع للاسف انت كلب بشار وحسن حارس رقم ,2
